image_index,expected,python_pred,rtl_pred,prediction_equal,python_correct,rtl_correct,rtl_cycles
869,9,9,9,1,1,1,901
870,0,0,0,1,1,1,901
871,1,1,1,1,1,1,901
872,2,2,2,1,1,1,901
873,3,3,3,1,1,1,901
874,4,4,4,1,1,1,901
875,5,5,5,1,1,1,901
876,6,6,6,1,1,1,901
877,7,7,7,1,1,1,901
878,8,8,8,1,1,1,901
879,9,9,9,1,1,1,901
880,0,0,0,1,1,1,901
881,1,1,1,1,1,1,901
882,2,2,2,1,1,1,901
883,3,3,3,1,1,1,901
884,4,4,4,1,1,1,901
885,5,5,5,1,1,1,901
886,6,6,6,1,1,1,901
887,7,7,7,1,1,1,901
888,8,8,8,1,1,1,901
889,9,9,9,1,1,1,901
890,0,2,2,1,0,0,901
891,1,1,1,1,1,1,901
892,2,3,3,1,0,0,901
893,3,3,3,1,1,1,901
894,4,4,4,1,1,1,901
895,5,5,5,1,1,1,901
896,6,6,6,1,1,1,901
897,7,7,7,1,1,1,901
898,8,8,8,1,1,1,901
899,9,9,9,1,1,1,901
900,0,0,0,1,1,1,901
901,1,1,1,1,1,1,901
902,2,2,2,1,1,1,901
903,3,3,3,1,1,1,901
904,4,4,4,1,1,1,901
905,5,8,8,1,0,0,901
906,6,6,6,1,1,1,901
907,7,7,7,1,1,1,901
908,8,8,8,1,1,1,901
909,9,9,9,1,1,1,901
910,0,0,0,1,1,1,901
911,1,1,1,1,1,1,901
912,2,2,2,1,1,1,901
913,3,3,3,1,1,1,901
914,4,4,4,1,1,1,901
915,5,5,5,1,1,1,901
916,6,6,6,1,1,1,901
917,7,7,7,1,1,1,901
918,8,8,8,1,1,1,901
919,9,9,9,1,1,1,901
920,0,0,0,1,1,1,901
921,1,1,1,1,1,1,901
922,2,2,2,1,1,1,901
923,3,3,3,1,1,1,901
924,4,4,4,1,1,1,901
925,5,5,5,1,1,1,901
926,6,6,6,1,1,1,901
927,7,7,7,1,1,1,901
928,8,8,8,1,1,1,901
929,9,9,9,1,1,1,901
930,0,0,0,1,1,1,901
931,1,1,1,1,1,1,901
932,2,2,2,1,1,1,901
933,3,3,3,1,1,1,901
934,4,4,4,1,1,1,901
935,5,5,5,1,1,1,901
936,6,6,6,1,1,1,901
937,7,7,7,1,1,1,901
938,8,8,8,1,1,1,901
939,9,9,9,1,1,1,901
940,0,0,0,1,1,1,901
941,1,1,1,1,1,1,901
942,2,2,2,1,1,1,901
943,3,3,3,1,1,1,901
944,4,4,4,1,1,1,901
945,5,5,5,1,1,1,901
946,6,6,6,1,1,1,901
947,7,7,7,1,1,1,901
948,8,8,8,1,1,1,901
949,9,9,9,1,1,1,901
950,0,0,0,1,1,1,901
951,1,1,1,1,1,1,901
952,2,2,2,1,1,1,901
953,3,3,3,1,1,1,901
954,4,4,4,1,1,1,901
955,5,5,5,1,1,1,901
956,6,6,6,1,1,1,901
957,7,7,7,1,1,1,901
958,8,8,8,1,1,1,901
959,9,9,9,1,1,1,901
960,0,0,0,1,1,1,901
961,1,1,1,1,1,1,901
962,2,2,2,1,1,1,901
963,3,3,3,1,1,1,901
964,4,4,4,1,1,1,901
965,5,5,5,1,1,1,901
966,6,6,6,1,1,1,901
967,7,7,7,1,1,1,901
968,8,8,8,1,1,1,901
969,9,9,9,1,1,1,901
970,0,0,0,1,1,1,901
971,1,1,1,1,1,1,901
972,2,2,2,1,1,1,901
973,3,3,3,1,1,1,901
974,4,4,4,1,1,1,901
975,5,5,5,1,1,1,901
976,6,6,6,1,1,1,901
977,7,7,7,1,1,1,901
978,8,8,8,1,1,1,901
979,9,9,9,1,1,1,901
980,0,0,0,1,1,1,901
981,1,1,1,1,1,1,901
982,2,2,2,1,1,1,901
983,3,3,3,1,1,1,901
984,4,4,4,1,1,1,901
985,5,5,5,1,1,1,901
986,6,6,6,1,1,1,901
987,7,7,7,1,1,1,901
988,8,8,8,1,1,1,901
989,9,9,9,1,1,1,901
990,0,2,2,1,0,0,901
991,1,1,1,1,1,1,901
992,2,3,3,1,0,0,901
993,3,3,3,1,1,1,901
994,4,4,4,1,1,1,901
995,5,5,5,1,1,1,901
996,6,6,6,1,1,1,901
997,7,7,7,1,1,1,901
998,8,8,8,1,1,1,901
999,9,9,9,1,1,1,901
